"number" "anime_name_english" "anime_name_japanese" "rating" "favorite_count" "user_count" "airing_start" "year" "month" "day" "airing_end" "popularity_rank" "rating_rank" "age_rating" "age_rating_Guide" "total_episode" "total_length" "Genres" "Categories"
43810 "kakushigoto-movie" "劇場編集版 かくしごと" 75.74 0 80 "2021-07-09" 2021 7 9 "2021-07-09" 11470 1603 "PG" "Teens 13 or older" 1 NA "" "Slice of Life/Comedy/Shounen"
42888 "SSSS-Dynazenon" "SSSS.DYNAZENON" 75.32 0 539 "2021-04-02" 2021 4 2 "2021-06-18" 6178 1731 "PG" "Teens 13 or older" 12 0 "" "Mecha/Science Fiction/Action"
42736 "super-cub" "スーパーカブ" 75.32 0 69 "2021-04-07" 2021 4 7 "2021-06-23" 11894 1732 "PG" "Teens 13 or older" 12 0 "" "Slice of Life/School Life"
44116 "shiroi-suna-no-aquatope" "白い砂のアクアトープ" 75.3 0 0 "2021-07-08" 2021 7 8 NA 18346 1742 "PG" "Teens 13 or older" 24 552 "" "Slice of Life/Supernatural/Mystery/Drama/Comedy/Idol/Family"
42924 "bokutachi-no-remake" "ぼくたちのリメイク" 75.22 0 90 "2021-07-03" 2021 7 3 "2021-09-25" 11174 1772 "PG" "Teens 13 or older" 12 300 "" "Slice of Life/Time Travel/Comedy/Harem/Shounen/Romance/Science Fiction"
44115 "seijo-no-maryoku-wa-bannou-desu" "聖女の魔力は万能です" 74.95 0 0 "2021-04-06" 2021 4 6 "2021-06-22" 18300 1865 "PG" "Teens 13 or older" 12 207 "" "Romance/Fantasy/Fantasy World/Magic/Slice of Life/Shoujo"
42923 "hige-wo-soru-soshite-joshikousei-wo-hirou" "ひげを剃る。そして女子高生を拾う。" 74.85 0 463 "2021-04-05" 2021 4 5 "2021-06-28" 6554 1905 "R" "Mild Nudity" 13 0 "" "Drama/Romance/Present/Plot Continuity/Slice of Life/Love Polygon/Ecchi/Female Student/Japan/Slow When It Comes To Love"
43268 "meikyuu-black-company" "迷宮ブラックカンパニー" 74.76 0 39 "2021-07-09" 2021 7 9 "2021-09-24" 13849 1945 "PG" "Teens 13 or older" 12 288 "Fantasy/Comedy" "Comedy/Fantasy/Fantasy World/Demon/Isekai"
44391 "yoru-no-kuni" "夜の国" 74.71 0 0 "2021-04-16" 2021 4 16 "2021-09-12" 18301 1959 "G" "All Ages" 3 21 "" "Fantasy"
42107 "pacific-rim-the-black" "パシフィック・リム: 暗黒の大陸" 74.65 0 21 "2021-03-04" 2021 3 4 "2021-03-04" 15813 1988 "R" NA 7 168 "" "Mecha/Piloted Robot/Science Fiction/Action"
41463 "kumo-desu-ga-nani-ka" "蜘蛛ですが、なにか？" 74.59 11 2685 "2021-01-08" 2021 1 8 "2021-07-03" 3002 2010 "PG" "Teens 13 or older" 24 576 "" "Comedy/Adventure/Fantasy/Isekai/Fantasy World"
44036 "heikousen" "平行線" 74.43 0 0 "2021-02-05" 2021 2 5 "2021-02-05" 18302 2074 "G" NA 1 4 "" "Music/Slice of Life/Romance"
44087 "dota-dragon-s-blood" NA 74.17 0 0 "2021-03-25" 2021 3 25 "2021-03-25" 18303 2187 "PG" "Teens 13 or older" 8 160 "" "Fantasy/Action/Dragon/Adventure/Anime Influenced"
43590 "show-by-rock-stars" "SHOW BY ROCK!! STARS!!" 74.15 0 167 "2021-01-07" 2021 1 7 "2021-03-25" 9467 2193 "PG" "Teens 13 or older" 12 276 "" "Music/Comedy"
44122 "re-main" "RE-MAIN（リメイン）" 74.11 0 0 "2021-07-04" 2021 7 4 NA 18348 2210 "PG" "Teens 13 or older" 12 276 "" "Sports/School Clubs"
44033 "shin-gengou-nyankogelion" "新元号にゃんこゲリオン" 74.08 0 0 "2021-01-22" 2021 1 22 "2021-01-22" 18304 2220 "G" NA 1 1 "" "Science Fiction/Comedy/Parody/Music"
44211 "selection-project" "SELECTION PROJECT" 73.73 0 0 "2021-10-01" 2021 10 1 NA 17995 2361 "PG" "Teens 13 or older" 13 0 "" "Music/Idol"
42077 "sakugan-labyrinth-marker" "削岩ラビリンスマーカー" 73.73 0 208 "2021-10-07" 2021 10 7 NA 8831 2359 "G" NA 12 0 "" "Mecha/Science Fiction/Adventure/Post Apocalypse"
44852 "tensei-shitara-slime-datta-ken-2nd-season-recap" "転生したらスライムだった件 閑話: ヴェルドラ日記2" 73.63 0 0 "2021-06-29" 2021 6 29 "2021-06-29" 17874 2405 "PG" "Teens 13 or older" 1 0 "" "Action/Adventure/Comedy/Demon/Magic/Fantasy/Isekai"
43613 "genjitsu-shugi-yuusha-no-oukoku-saikenki" "現実主義勇者の王国再建記" 73.5 5 875 "2021-07-04" 2021 7 4 "2021-09-26" 5062 2460 "PG" "Teens 13 or older" 13 312 "" "Action/Military/Harem/Magic/Romance/Fantasy/Fantasy World/Isekai/Elf"
43718 "gokushufudou" "極主夫道" 73.47 1 1384 "2021-04-08" 2021 4 8 "2021-04-08" 4184 2470 "PG" "Teens 13 or older" 5 85 "" "Slice of Life/Comedy/Romance"
43831 "koi-to-yobu-ni-wa-kimochi-warui" "恋と呼ぶには気持ち悪い" 73.39 0 72 "2021-03-29" 2021 3 29 "2021-06-14" 11792 2508 "PG" "Teens 13 or older" 12 NA "" "Comedy/Romance/Josei/Slice of Life"
44595 "artiswitch" "アーティスウィッチ" 73.37 0 0 "2021-05-28" 2021 5 28 "2021-09-10" 18451 2521 "PG" "Teens 13 or older" 6 48 "" "Supernatural/Music/Drama/Angst/Contemporary Fantasy/Shoujo Ai/Psychological/Present/Japan/Coming Of Age"
44339 "sayonara-watashi-no-cramer-movie-first-touch" "映画 さよなら私のクラマー ファーストタッチ" 73.34 0 0 "2021-06-11" 2021 6 11 "2021-06-11" 18391 2535 "PG" "Teens 13 or older" 1 0 "" "Shounen/School Life/Romance/Sports/Soccer"
44392 "jahy-sama-wa-kujikenai" "ジャヒー様はくじけない！" 73.19 0 0 "2021-07-31" 2021 7 31 NA 18403 2605 "PG" "Teens 13 or older" 20 0 "" "Comedy/Ecchi/Supernatural/Slice of Life/Shounen"
43821 "tropical-rouge-precure" "トロピカル～ジュ！プリキュア" 73.13 0 58 "2021-02-28" 2021 2 28 NA 12451 2630 "G" "All Ages" NA 888 "" "Magical Girl"
43137 "tenchi-souzou-design-bu" "天地創造デザイン部" 73.12 0 715 "2021-01-07" 2021 1 7 "2021-03-25" 5485 2636 "PG" NA 12 -92 "" "Deity/Fantasy/Working Life/Slice of Life/Comedy"
43594 "saezuru-tori-wa-habatakanai-don-t-stay-gold" "囀る鳥は羽ばたかない Don't stay gold" 72.96 0 64 "2021-03-01" 2021 3 1 "2021-03-01" 12135 2720 "R" NA 1 NA "" "Drama/Shounen Ai"
42868 "idoly-pride" "IDOLY PRIDE" 72.94 0 271 "2021-01-10" 2021 1 10 "2021-03-28" 8062 2734 "PG" NA 12 276 "" "Idol/Music/Drama/Slice of Life/Supernatural"
43825 "shin-chuuka-ichiban-2nd-season" "真・中華一番!" 72.87 0 66 "2021-01-11" 2021 1 11 "2021-03-30" 12011 2751 "PG" NA 12 294 "" "Comedy/Cooking/Shounen/Action/Historical/Asia/China/Alternative Past"
43703 "tenkuu-shinpan" "天空侵犯" 72.84 0 213 "2021-02-25" 2021 2 25 "2021-02-25" 8752 2768 "R" NA 12 300 "" "Horror/Violence/Mystery/Supernatural/Action/Isekai/Super Power"
42957 "log-horizon-3rd-season" "ログ・ホライズン" 72.83 12 4518 "2021-01-13" 2021 1 13 "2021-03-31" 2181 2770 "PG" "Teens 13 or older" 12 288 "" "Fantasy/Fantasy World/Adventure/Action/Comedy/Virtual Reality/Isekai/Politics"
44167 "shin-no-nakama-ja-nai-to-yuusha-no-party-wo-oidasareta-node-henkyou-de-slow-life-suru-koto-ni-shima" "真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました" 72.76 0 0 "2021-10-06" 2021 10 6 NA 18353 2804 "PG" NA 13 0 "" "Fantasy/Fantasy World/Working Life/Slice of Life/Adventure"
43818 "kai-byoui-ramune" "怪病医ラムネ" 72.73 0 603 "2021-01-10" 2021 1 10 "2021-03-28" 5880 2826 "PG" "Teens 13 or older" 12 NA "" "Psychological/Supernatural/Shounen"
44977 "ganbare-douki-chan" "がんばれ同期ちゃん" 72.73 0 0 "2021-09-20" 2021 9 20 NA 18186 2829 "PG" NA 12 60 "" "Comedy/Ecchi/Romance/Slice of Life/Working Life/Office Lady/Seinen"
43309 "shakunetsu-kabaddi" "灼熱カバディ" 72.62 1 131 "2021-04-03" 2021 4 3 "2021-06-19" 10130 2884 "PG" "Teens 13 or older" 12 0 "" "Sports/School Clubs/School Life"
43198 "shuumatsu-no-harem" "終末のハーレム" 72.53 1 388 "2021-10-08" 2021 10 8 NA 7043 2929 "R" NA 11 0 "" "Ecchi/Shounen/Harem/Science Fiction"
43521 "edens-zero" "エデンズゼロ" 72.36 1 294 "2021-04-11" 2021 4 11 "2021-10-03" 7832 2991 "PG" "Teens 13 or older" 25 0 "Magic/Space/Adventure/Action" "Ecchi/Space/Magic/Action/Adventure/Shounen/Comedy"
43837 "sentouin-hakenshimasu" "戦闘員、派遣します！" 72.22 0 82 "2021-04-04" 2021 4 4 "2021-06-20" 11424 3060 "PG" "Teens 13 and up" 12 0 "" "Fantasy/Science Fiction/Action/Ecchi/Comedy/Fantasy World/Adventure/Demon/Android"
42764 "bishounen-series" "美少年探偵団" 72.22 0 93 "2021-04-11" 2021 4 11 "2021-06-27" 11086 3061 "PG" NA 12 0 "" "Mystery/School Life"
42628 "slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita" "スライム倒して３００年、知らないうちにレベルＭＡＸになってました" 72.17 2 722 "2021-04-10" 2021 4 10 "2021-06-26" 5466 3084 "PG" "Teens 13 or older" 12 0 "" "Comedy/Fantasy/Slice of Life/Isekai/Family/Demon"
43750 "maiko-san-chi-no-makanai-san" "舞妓さんちのまかないさん" 72.14 0 37 "2021-02-25" 2021 2 25 NA 13997 3103 "PG" NA 12 NA "" "Slice of Life/Comedy/Shounen/Cooking"
43883 "100-man-no-inochi-no-ue-ni-ore-wa-tatteiru-2nd-season" "100万の命の上に俺は立っている" 72.07 0 45 "2021-07-10" 2021 7 10 "2021-09-25" 13298 3139 "PG" "Teens 13 or older" 12 288 "" "Action/Drama/Fantasy/Fantasy World/Adventure/Harem/Isekai/Magic"
44174 "seirei-gensouki" "精霊幻想記" 72.04 0 0 "2021-07-06" 2021 7 6 "2021-09-21" 18356 3156 "R" NA 12 276 "" "Action/Adventure/Harem/Isekai/Fantasy/Fantasy World/School Life"
44192 "tsuki-to-laika-to-nosferatu" "月とライカと吸血姫" 72 0 0 "2021-10-03" 2021 10 3 NA 18359 3173 "PG" NA 12 0 "" "Science Fiction/Vampire/Space"
43118 "isekai-maou-to-shoukan-shoujo-no-dorei-majutsu-2" "異世界魔王と召喚少女の奴隷魔術Ω" 71.94 4 1477 "2021-04-08" 2021 4 8 "2021-06-11" 4058 3202 "PG" "Teens 13 or older" 10 0 "" "Comedy/Magic/Fantasy/Isekai/Harem/Ecchi"
42621 "jaku-chara-tomozaki-kun" "弱キャラ友崎くん" 71.88 1 1585 "2021-01-08" 2021 1 8 "2021-03-26" 3918 3234 "PG" "Teens 13 or older" 12 276 "" "Drama/Romance/School Life/Harem"
44177 "sk-crazy-rock-jam" "SK∞ エスケーエイト #9.5 PART『クレイジーロックJAM』" 71.82 0 0 "2021-03-14" 2021 3 14 "2021-03-14" 17996 3271 "PG" NA 1 23 "" "Sports/School Life"
44828 "vivy-fluorite-eye-s-song-to-make-everyone-happy-with-my-singing" "Vivy -Fluorite Eye's Song- 特別総集編「-To make everyone happy with my singing-」" 71.45 0 0 "2021-06-26" 2021 6 26 "2021-06-26" 17213 3478 "R" "17+ (violence & profanity)" 1 23 "" "Action/Science Fiction/Music/Thriller"
44788 "86-special-edition-senya-ni-akaku-hinageshi-no-saku" "86-エイティシックス- Special Edition「戦野に紅く雛罌粟の咲く」" 71.44 0 0 "2021-06-27" 2021 6 27 "2021-06-27" 17726 3481 "R" "17+ (violence & profanity)" 1 0 "" "Drama/Science Fiction/War"
43090 "magia-record-mahou-shoujo-madoka-magica-gaiden-tv-second-season" "マギアレコード 魔法少女まどか☆マギカ外伝 (TV)" 71.31 1 421 "2021-08-01" 2021 8 1 "2021-09-19" 6816 3561 "PG" "Teens 13 or older" 8 184 "" "Magical Girl/Magic/Thriller/Psychological"
43689 "hetalia-world-stars" "ヘタリア World★Stars" 71.29 0 57 "2021-04-01" 2021 4 1 "2021-06-17" 12502 3569 "PG" "Teens 13 or older" 12 40 "" "Anthropomorphism/Comedy/Parody"
45228 "getsuyoubi-no-tawawa-2" "月曜日のたわわ2" 71.16 0 0 "2021-09-20" 2021 9 20 NA 18209 3645 "PG" NA 12 25 "" "Ecchi/Japan/Slice of Life/Seinen/Comedy"
44637 "kyuuketsuki-sugu-shinu" "吸血鬼すぐ死ぬ" 71.12 0 0 "2021-10-04" 2021 10 4 NA 18305 3661 "G" NA 12 0 "" "Comedy/Supernatural/Vampire/Shounen"
43307 "i-chu-halfway-through-the-idol" "アイ★チュウ HALFWAY THROUGH THE IDOL" 71.04 1 175 "2021-01-06" 2021 1 6 "2021-03-24" 9317 3700 "PG" NA 12 -216 "" "Comedy/School Life/Music/Slice of Life"
44184 "higurashi-no-naku-koro-ni-sotsu" "ひぐらしのなく頃に卒" 70.91 0 0 "2021-07-01" 2021 7 1 NA 18306 3779 "R" "violence & profanity" 15 345 "" "Horror/Psychological/Violence/Thriller/Supernatural/Mystery/Dementia"
44290 "ore-tsushima" "俺、つしま" 70.9 0 0 "2021-07-03" 2021 7 3 "2021-09-18" 18375 3782 "PG" "Teens 13 or older" 12 12 "" "Slice of Life/Comedy/Seinen"
44312 "sankaku-mado-no-sotogawa-wa-yoru" "さんかく窓の外側は夜" 70.89 0 0 "2021-10-03" 2021 10 3 NA 18379 3790 "PG" NA 12 0 "" "Comedy/Drama/Mystery/Slice of Life/Supernatural/Shounen Ai"
44200 "deatte-5-byou-de-battle" "出会って5秒でバトル" 70.69 0 0 "2021-07-13" 2021 7 13 "2021-09-28" 18361 3890 "PG" "Teens 13 or older" 12 253 "" "Action/Supernatural/Super Power/Battle Royale/Drama"
44990 "bokutachi-no-remake-recap" "ぼくたちのリメイク『総集編』" 70.67 0 0 "2021-08-14" 2021 8 14 "2021-08-14" 17730 3905 "PG" "13" 1 23 "" "Slice of Life/Drama/Romance"
43822 "azur-lane-bisoku-zenshin" "アズールレーン びそくぜんしんっ!" 70.4 0 281 "2021-01-12" 2021 1 12 "2021-03-30" 7966 4055 "PG" "Teens 13 or older" 12 96 "" "Military/Science Fiction/Slice of Life"
44077 "jaku-chara-tomozaki-kun-ova" "弱キャラ友崎くんOVA" 70.31 0 0 "2021-05-07" 2021 5 7 "2021-06-02" 17946 4110 "PG" NA 2 24 "" "Drama/Romance/School Life"
43839 "youjo-shachou" "幼女社長" 70.1 0 59 "2021-01-01" 2021 1 1 "2021-01-01" 12371 4230 "PG" "Teens 13 or older" 13 26 "" "Comedy/Working Life"
43704 "trese" NA 69.97 0 6 "2021-06-10" 2021 6 10 "2021-06-10" 16937 4300 "PG" NA 6 180 "" "Crime/Cops/Supernatural/Anime Influenced/Action/Violence/Ghost/Zombie"
43667 "godzilla-s-p" "ゴジラ S.P ＜シンギュラポイント＞" 69.91 0 68 "2021-04-01" 2021 4 1 "2021-06-17" 11948 4343 "PG" "Teens 13 or older" 13 NA "" "Science Fiction/Future/Military/Action"
43894 "night-head-2041" "NIGHT HEAD 2041" 69.9 0 2 "2021-07-15" 2021 7 15 "2021-09-30" 17120 4352 "R" "violence & profanity" 12 264 "" "Science Fiction/Mystery/Psychological/Supernatural/Drama"
43458 "nanatsu-no-taizai-fundo-no-shinpan" "七つの大罪 憤怒の審判" 69.79 6 2138 "2021-01-13" 2021 1 13 "2021-06-23" 3400 4411 "PG" "Teens 13 or older" 24 0 "" "Adventure/Action/Supernatural/Magic/Fantasy/Shounen"
44024 "shinka-no-mi-shiranai-uchi-ni-kachigumi-jinsei" "進化の実～知らないうちに勝ち組人生～" 69.44 0 0 "2021-10-05" 2021 10 5 NA 18328 4598 "PG" "Teens 13 or older" 12 -69 "" "Fantasy/Fantasy World/Isekai/Adventure/Comedy/Romance"
43222 "shaman-king-2021" "SHAMAN KING シャーマンキング" 69.41 1 860 "2021-04-01" 2021 4 1 NA 5097 4619 "PG" "Teens 13 or older" 52 0 "" "Shounen/Super Power/Adventure/Action/Comedy/Magic/Swordplay/Proxy Battles"
43858 "dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-iii-ova" "ダンジョンに出会いを求めるのは間違っているだろうかⅢ OVA" 69.39 0 85 "2021-04-28" 2021 4 28 "2021-04-28" 11321 4629 "PG" "Teens 13 or older" 1 NA "" "Action/Adventure/Comedy/Fantasy/Fantasy World/Ecchi"
43428 "world-witches-hasshin-shimasu" "ワールドウィッチーズ発進しますっ！" 69.24 0 155 "2021-01-13" 2021 1 13 "2021-03-31" 9659 4722 "G" "All Ages" 12 -30 "" "Kids/Comedy/Military"
44165 "kanojo-mo-kanojo" "カノジョも彼女" 69.1 0 0 "2021-07-03" 2021 7 3 "2021-09-18" 18308 4800 "PG" "Teens 13 or older" 12 288 "" "Shounen/Slice of Life/Comedy/Romance/School Life/Love Polygon/Harem/Ecchi/Present"
42267 "eden-2020" "エデン" 68.73 0 324 "2021-05-27" 2021 5 27 "2021-05-27" 7557 5039 "PG" NA 4 NA "" "Science Fiction/Robot/Future"
43593 "yatogame-chan-kansatsu-nikki-sansatsume" "八十亀ちゃんかんさつにっき 3さつめ" 68.7 0 195 "2021-01-10" 2021 1 10 "2021-03-28" 9000 5055 "PG" "Teens 13 or older" 12 NA "" "Slice of Life/School Life/Comedy/Shounen"
43847 "mahouka-koukou-no-yuutousei" "魔法科高校の優等生" 68.65 0 63 "2021-07-03" 2021 7 3 "2021-09-25" 12187 5087 "PG" "Teens 13 or older" 13 276 "" "School Life/Magic/Science Fiction/Fantasy/Contemporary Fantasy"
44207 "shuumatsu-no-walkure" "終末のワルキューレ" 68.35 0 0 "2021-06-17" 2021 6 17 "2021-06-17" 18307 5254 "R" NA 12 NA "" "Action/Super Power/Supernatural/Drama/Seinen/Deity/Fantasy"
44063 "kimetsu-gakuen-valentine-hen" "キメツ学園 バレンタイン編" 68.33 0 0 "2021-02-14" 2021 2 14 "2021-02-14" 17598 5270 "PG" NA 4 NA "" "Comedy"
43302 "mars-red" "MARS RED" 68.27 0 179 "2021-04-06" 2021 4 6 "2021-06-29" 9259 5310 "PG" "Teens 13 or older" 13 0 "" "Action/Military/Historical/Vampire/Supernatural"
43875 "yakunara-mug-cup-mo" "やくならマグカップも" 68.03 0 4 "2021-04-03" 2021 4 3 "2021-06-21" 17038 5444 "PG" "Teens 13 or older" 12 168 "" "Working Life/Slice of Life/The Arts/Comedy"
43897 "tensei-shitara-slime-datta-ken-kanwa-hinata-sakaguchi" "転生したらスライムだった件 閑話: ヒナタ・サカグチ" 67.6 0 35 "2021-01-05" 2021 1 5 "2021-01-05" 14191 5718 "PG" NA 1 23 "" "Fantasy/Fantasy World/Shounen/Isekai"
44176 "megami-ryou-no-ryoubo-kun" "女神寮の寮母くん。" 67.49 0 0 "2021-07-14" 2021 7 14 "2021-09-15" 18357 5775 "R" "Mild Nudity" 10 250 "" "Harem/Comedy/Ecchi/Romance/Shounen"
43653 "biohazard-infinite-darkness" "BIOHAZARD INFINITE DARKNESS" 67.42 0 16 "2021-07-08" 2021 7 8 "2021-07-08" 16299 5807 "R" NA 4 0 "" "Horror/Zombie/Action/Violence/Science Fiction/Politics/Military"
44664 "yami-shibai-9" "闇芝居 9期" 66.91 0 0 "2021-07-11" 2021 7 11 "2021-09-30" 17542 6126 "PG" "Teens 13 or older" 13 65 "" "Horror/Supernatural/Dementia"
43861 "kyuukyoku-shinka-shita-full-dive-rpg-ga-genjitsu-yori-mo-kusogee-dattara" "究極進化したフルダイブRPGが現実よりもクソゲーだったら" 66.89 0 49 "2021-04-07" 2021 4 7 "2021-06-23" 13038 6134 "PG" "Teens 13 or older" 12 0 "" "Action/Comedy/Fantasy/Virtual Reality"
43042 "urasekai-picnic" "裏世界ピクニック" 66.6 1 1539 "2021-01-04" 2021 1 4 "2021-03-22" 3974 6321 "PG" NA 12 276 "" "Shounen/Adventure/Action/Mystery/Parallel Universe/Science Fiction/Fantasy/Horror"
43612 "cheat-kusushi-no-slow-life-isekai-ni-tsukurou-drugstore" "チート薬師のスローライフ～異世界に作ろうドラッグストア～" 66.41 0 86 "2021-07-07" 2021 7 7 "2021-09-22" 11284 6454 "PG" "Teens 13 or older" 12 276 "" "Comedy/Fantasy/Fantasy World/Isekai/Juujin/Working Life/Ghost"
42220 "yakusoku-no-neverland-2nd-season" "約束のネバーランド 第2期" 66.3 88 15473 "2021-01-08" 2021 1 8 "2021-03-26" 757 6522 "R" "17+ (violence & profanity)" 11 242 "" "Action/Horror/Mystery/Psychological/Science Fiction/Shounen/Thriller/Demon"
43097 "majutsushi-orphen-hagure-tabi-kimluck-hen" "魔術士オーフェンはぐれ旅 キムラック編" 66.18 0 277 "2021-01-20" 2021 1 20 "2021-03-31" 7999 6618 "PG" "Teens 13 or older" 11 -92 "" "Adventure/Action/Fantasy/Drama/Magic/Martial Arts"
43870 "peach-boy-riverside" "ピーチボーイリバーサイド" 66 0 11 "2021-07-01" 2021 7 1 "2021-09-16" 16717 6710 "PG" "Teens 13 or older" 12 288 "" "Fantasy/Shounen/Fantasy World/Demon/Adventure"
42616 "dragon-ie-wo-kau" "ドラゴン、家を買う。" 65.91 0 48 "2021-04-04" 2021 4 4 "2021-06-20" 13072 6777 "PG" NA 12 0 "" "Comedy/Fantasy/Dragon"
42635 "tatoeba-last-dungeon-mae-no-mura-no-shounen-ga-joban-no-machi-de-kurasu-youna-monogatari" "たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語" 65.69 4 2098 "2021-01-04" 2021 1 4 "2021-03-22" 3430 6923 "PG" "Teens 13 or older" 12 288 "" "Adventure/Fantasy/Magic/Comedy"
45007 "deep-insanity-the-lost-child" "ディープインサニティ ザ・ロストチャイルド" 65.36 0 0 "2021-10-13" 2021 10 13 NA 17920 7119 "PG" "Teens 13 or older" 12 0 "" "Science Fiction"
44102 "kuro-gal-ni-natta-kara-shinyuu-to-yattemita" "黒ギャルになったから親友としてみた。" 65.2 0 0 "2021-02-11" 2021 2 11 "2021-05-24" 18344 7223 "R" "+ - Mild Nudity" 8 32 "" "Romance/Shounen Ai/Gender Bender"
13666 "6-lovers" "6 LOVERS" 65.16 0 663 "2021-02-27" 2021 2 27 "2021-02-27" 5661 7246 "R" "Mild Nudity" 6 24 "Comedy/Supernatural/School/Shounen Ai/Yaoi/Slice of Life/Drama/Romance" "Comedy/Romance/School Life/Slice of Life/Shounen Ai/Supernatural/Yaoi/Drama"
41401 "b-the-beginning-succession" "B: The Beginning Succession" 65.16 4 1026 "2021-03-18" 2021 3 18 "2021-03-18" 4748 7244 "R" "17+ (violence & profanity)" 6 144 "" "Cops/Detective/Law And Order/Science Fiction"
44022 "tantei-wa-mou-shindeiru" "探偵はもう、死んでいる。" 65.16 0 0 "2021-07-04" 2021 7 4 "2021-09-19" 18327 7242 "PG" "Teens 13 or older" 12 300 "" "Mystery/Comedy/Drama/Detective/Romance"
44871 "isekai-cheat-magician-yoiboshi-no-matsuri-to-majutsushi" "異世界チート魔術師 宵星の祭りと魔術師" 65.08 0 0 "2021-07-05" 2021 7 5 "2021-07-05" 17586 7297 "PG" "Teens 13 or older" 1 24 "" "Action/Adventure/Fantasy/Isekai"
43852 "abciee-shuugyou-nikki" "エビシー修業日記" 65.01 0 31 "2021-01-07" 2021 1 7 "2021-03-25" 14558 7341 "PG" NA 12 36 "" "Comedy"
43464 "2-43-seiin-koukou-danshi-volley-bu" "2.43 清陰高校男子バレー部" 64.92 4 1519 "2021-01-08" 2021 1 8 "2021-03-26" 4003 7388 "PG" "Teens 13 or older" 12 -92 "" "Volleyball/Sports/School Clubs/School Life"
44181 "cardfight-vanguard-overdress" "Cardfight!! Vanguard: Over Dress" 64.68 0 0 "2021-04-03" 2021 4 3 "2021-06-26" 17921 7543 "PG" "Teens 13 or older" 12 NA "" "Action/Card Games/Proxy Battles"
43301 "ore-dake-haireru-kakushi-dungeon" "俺だけ入れる隠しダンジョン" 63.98 7 2317 "2021-01-09" 2021 1 9 "2021-03-27" 3259 7943 "PG" NA 12 288 "" "Harem/Ecchi/Adventure/Action/Fantasy"
43824 "wixoss-diva-a-live" "WIXOSS DIVA(A)LIVE（ウィクロス ディーヴァアライブ）" 63.82 0 113 "2021-01-09" 2021 1 9 "2021-03-27" 10548 8050 "PG" NA 12 276 "" "Card Games/Psychological/Idol"
44064 "seven-knights-revolution-eiyuu-no-keishousha" "セブンナイツ レボリューション -英雄の継承者-" 63.56 0 0 "2021-04-05" 2021 4 5 "2021-06-21" 17596 8182 "PG" "Teens 13 or older" 12 -46 "" "Action/Adventure/Magic/Fantasy"
44180 "fairy-ranmaru-anata-no-kokoro-otasuke-shimasu" "Fairy蘭丸～あなたの心お助けします～" 63.54 0 0 "2021-04-08" 2021 4 8 "2021-06-24" 17593 8191 "PG" "Teens 13 or older" 12 0 "" "School Life/Slice of Life/Magic/Elf"
43251 "the-world-ends-with-you-the-animation" "すばらしきこのせかい The Animation" 63.48 1 178 "2021-04-10" 2021 4 10 "2021-06-26" 9276 8225 "PG" "Teens 13 or older" 12 0 "" "Action/Adventure"
44179 "cestvs-the-roman-fighter" "セスタス-The Roman Fighter-" 63.01 0 0 "2021-04-15" 2021 4 15 "2021-06-24" 17595 8455 "PG" "Teens 13 or older" 11 -22 "" "Action/Historical/Drama/Sports/Boxing"
43823 "wave-surfing-yappe" "WAVE!!～サーフィンやっぺ!!～ TV" 62.93 1 419 "2021-01-11" 2021 1 11 "2021-03-29" 6832 8489 "PG" "Teens 13 or older" 12 207 "" "Slice of Life/Sports"
43797 "yami-shibai-8" "闇芝居 8期" 62.87 0 112 "2021-01-11" 2021 1 11 "2021-04-07" 10577 8532 "PG" "Teens 13 or older" 13 65 "" "Dementia/Horror/Supernatural"
43716 "back-arrow" "バック・アロウ" 62.57 0 512 "2021-01-09" 2021 1 9 "2021-06-19" 6304 8669 "PG" "Teens 13 or older" 24 NA "Mecha/Fantasy/Action" "Fantasy/Fantasy World/Action/Mecha"
43896 "santa-company-manatsu-no-merry-christmas" "サンタ・カンパニー ～真夏のメリークリスマス～" 62.49 0 1 "2021-01-28" 2021 1 28 "2021-01-28" 17159 8707 "G" NA 1 30 "" "Fantasy/School Life/Contemporary Fantasy/Kids"
44091 "jouran-the-princess-of-snow-and-blood" "擾乱 THE PRINCESS OF SNOW AND BLOOD" 62.47 0 0 "2021-03-31" 2021 3 31 "2021-06-16" 18341 8712 "R" "Violence" 12 0 "" "Action/Historical/Alternative Past/Supernatural/Horror/Revenge/Swordplay"
43252 "battle-athletess-daiundoukai-shinsaku-animation" "バトルアスリーテス 大運動会ReSTART!" 62.41 0 17 "2021-04-11" 2021 4 11 "2021-06-27" 16199 8739 "PG" "Teens 13 or older" 12 0 "" "Action/Science Fiction/Adventure/Comedy/Sports/School Life"
